Age,AgeGroup,Attrition,Attrition_Flag,Department,Education,EducationLevel,JobRole_Clean,Gender,MaritalStatus_Clean,Monthly Income,MonthlyIncome_Lakhs,SalaryBand,OverTime_Flag,Percent Salary Hike,Performance Rating,PerformanceRating_Clean,HighPerformer,Total Working Years,Years At Company,TenureGroup,LongTenure,NewHire,Work Life Balance,WorkLifeBalance_Level,GoodWorkLife,PoorWorkLife,Stock Option Level,HasStockOptions,Num Companies Worked,Distance From Home,AvgSatisfaction,HighSatisfaction,LowSatisfaction,HighInvolvement,LowInvolvement,HighPaid,LowPaid,EmploymentStatus
42,36-45,No,0,Sales,Associates Degree,,Manager,Male,Married,18303,0.18303,<20K,0,13,3,Fully Meets,0,21,1,1-3 years,0,0,4,Excellent,1,0,0,0,6,5,3.0,0,0,1,0,0,1,Current
50,46-55,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,2380,0.0238,<20K,0,18,3,Fully Meets,0,8,1,1-3 years,0,0,3,Good,1,0,0,0,4,9,2.3333333333333335,0,0,1,0,0,1,Current
59,56-65,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,13726,0.13726,<20K,1,13,3,Fully Meets,0,30,5,5-10 years,0,0,3,Good,1,0,0,0,3,2,2.6666666666666665,0,0,0,1,0,1,Current
37,36-45,Yes,1,R&D,Associates Degree,,Healthcare Representative,Female,Married,4777,0.04777,<20K,0,15,3,Fully Meets,0,15,1,1-3 years,0,0,1,Bad,0,1,0,0,5,11,1.3333333333333333,0,1,0,1,0,1,Ex-Employee
55,56-65,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Married,6385,0.06385,<20K,1,14,3,Fully Meets,0,17,8,5-10 years,1,0,3,Good,1,0,2,1,3,18,3.0,0,0,1,0,0,1,Current
41,36-45,No,0,R&D,High School,,Research Director,Female,Divorced,19973,0.19973,<20K,0,22,4,Exceeds,1,21,21,20+ years,1,0,3,Good,1,0,2,1,1,7,2.3333333333333335,0,0,0,1,0,1,Current
38,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,6861,0.06861,<20K,1,12,3,Fully Meets,0,19,1,1-3 years,0,0,3,Good,1,0,0,0,8,3,3.0,0,0,1,0,0,1,Current
26,26-35,Yes,1,Sales,Associates Degree,,Sales Executive,Male,Single,4969,0.04969,<20K,0,18,3,Fully Meets,0,7,2,1-3 years,0,0,3,Good,1,0,0,0,8,29,2.3333333333333335,0,0,0,1,0,1,Ex-Employee
52,46-55,Yes,1,Sales,High School,,Manager,Female,Married,19845,0.19845,<20K,0,15,3,Fully Meets,0,33,32,20+ years,1,0,3,Good,1,0,1,1,1,2,3.0,0,0,0,1,0,1,Ex-Employee
44,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,13320,0.1332,<20K,1,18,3,Fully Meets,0,23,12,10-15 years,1,0,3,Good,1,0,1,1,3,28,3.6666666666666665,1,0,1,0,0,1,Current
50,46-55,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,6347,0.06347,<20K,0,12,3,Fully Meets,0,19,18,15-20 years,1,0,3,Good,1,0,1,1,0,1,2.6666666666666665,0,0,1,0,0,1,Current
36,36-45,Yes,1,R&D,Master's Degree,,Laboratory Technician,Female,Single,2743,0.02743,<20K,0,16,3,Fully Meets,0,18,17,15-20 years,1,0,3,Good,1,0,0,0,1,16,2.3333333333333335,0,0,1,0,0,1,Ex-Employee
39,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Single,10880,0.1088,<20K,1,13,3,Fully Meets,0,21,21,20+ years,1,0,3,Good,1,0,0,0,1,22,2.6666666666666665,0,0,1,0,0,1,Current
33,26-35,No,0,Sales,High School,,Sales Representative,Female,Single,2342,0.02342,<20K,0,19,3,Fully Meets,0,3,2,1-3 years,0,0,2,Average,0,1,0,0,0,8,3.3333333333333335,1,0,0,1,0,1,Current
45,46-55,No,0,Sales,Associates Degree,,Manager,Female,Married,17650,0.1765,<20K,0,13,3,Fully Meets,0,26,9,5-10 years,1,0,4,Excellent,1,0,1,1,3,11,3.3333333333333335,1,0,1,0,0,1,Current
32,26-35,No,0,R&D,Master's Degree,,Laboratory Technician,Female,Single,4025,0.04025,<20K,0,12,3,Fully Meets,0,10,8,5-10 years,1,0,3,Good,1,0,0,0,9,29,3.0,0,0,1,0,0,1,Current
34,26-35,No,0,Sales,Master's Degree,,Sales Executive,Male,Divorced,9725,0.09725,<20K,0,11,3,Fully Meets,0,16,15,15-20 years,1,0,2,Average,0,1,1,1,0,1,3.3333333333333335,1,0,1,0,0,1,Current
59,56-65,No,0,Sales,Associates Degree,,Manager,Male,Married,11904,0.11904,<20K,1,14,3,Fully Meets,0,14,6,5-10 years,1,0,1,Bad,0,1,1,1,3,1,3.0,0,0,1,0,0,1,Current
45,46-55,No,0,HR,Master's Degree,,Human Resources,Male,Single,2177,0.02177,<20K,0,16,3,Fully Meets,0,6,6,5-10 years,1,0,3,Good,1,0,0,0,1,24,1.6666666666666667,0,1,1,0,0,1,Current
53,46-55,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,7525,0.07525,<20K,0,12,3,Fully Meets,0,30,15,15-20 years,1,0,3,Good,1,0,1,1,2,2,2.0,0,1,0,1,0,1,Current
36,36-45,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Male,Divorced,4834,0.04834,<20K,0,14,3,Fully Meets,0,9,1,1-3 years,0,0,2,Average,0,1,1,1,7,15,2.0,0,1,1,0,0,1,Ex-Employee
26,26-35,Yes,1,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2042,0.02042,<20K,1,14,3,Fully Meets,0,6,3,3-5 years,0,0,3,Good,1,0,1,1,6,2,1.3333333333333333,0,1,1,0,0,1,Ex-Employee
34,26-35,No,0,Sales,Master's Degree,,Sales Representative,Female,Married,2220,0.0222,<20K,1,19,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,1,1,1,10,3.3333333333333335,1,0,1,0,0,1,Current
28,26-35,No,0,Sales,High School,,Sales Representative,Male,Married,1052,0.01052,<20K,0,22,4,Exceeds,1,1,1,1-3 years,0,0,3,Good,1,0,0,0,1,10,2.6666666666666665,0,0,1,0,0,1,Current
38,36-45,No,0,R&D,Master's Degree,,Research Scientist,Male,Married,2821,0.02821,<20K,0,16,3,Fully Meets,0,8,2,1-3 years,0,0,3,Good,1,0,1,1,3,3,2.3333333333333335,0,0,1,0,0,1,Current
50,46-55,No,0,R&D,Master's Degree,,Research Director,Male,Married,19237,0.19237,<20K,1,11,3,Fully Meets,0,29,8,5-10 years,1,0,2,Average,0,1,1,1,2,2,3.0,0,0,1,0,0,1,Current
37,36-45,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Female,Single,4107,0.04107,<20K,0,15,3,Fully Meets,0,8,4,3-5 years,0,0,2,Average,0,1,0,0,3,3,2.3333333333333335,0,0,1,0,0,1,Current
40,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,8396,0.08396,<20K,0,14,3,Fully Meets,0,8,7,5-10 years,1,0,2,Average,0,1,1,1,1,26,2.0,0,1,1,0,0,1,Current
26,26-35,No,0,R&D,High School,,Research Scientist,Female,Divorced,2007,0.02007,<20K,0,13,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,2,1,1,1,2.3333333333333335,0,0,0,1,0,1,Current
46,46-55,No,0,R&D,Master's Degree,,Research Director,Male,Divorced,19627,0.19627,<20K,0,17,3,Fully Meets,0,23,2,1-3 years,0,0,3,Good,1,0,2,1,9,1,4.0,1,0,1,0,0,1,Current
54,46-55,No,0,Sales,Master's Degree,,Sales Executive,Female,Married,10686,0.10686,<20K,0,11,3,Fully Meets,0,13,9,5-10 years,1,0,3,Good,1,0,1,1,6,2,2.6666666666666665,0,0,0,1,0,1,Current
56,56-65,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Married,2942,0.02942,<20K,0,19,3,Fully Meets,0,18,5,5-10 years,0,0,3,Good,1,0,1,1,2,9,2.0,0,1,1,0,0,1,Current
36,36-45,No,0,R&D,Doctoral Degree,,Manufacturing Director,Female,Single,8858,0.08858,<20K,0,11,3,Fully Meets,0,15,14,10-15 years,1,0,2,Average,0,1,0,0,0,12,3.3333333333333335,1,0,0,1,0,1,Current
55,56-65,No,0,R&D,High School,,Manager,Male,Single,16756,0.16756,<20K,0,15,3,Fully Meets,0,31,9,5-10 years,1,0,4,Excellent,1,0,0,0,7,2,2.0,0,1,0,1,0,1,Current
43,36-45,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Divorced,10798,0.10798,<20K,0,13,3,Fully Meets,0,18,1,1-3 years,0,0,3,Good,1,0,1,1,5,25,3.3333333333333335,1,0,0,1,0,1,Current
20,18-25,Yes,1,Sales,Bachelor's Degree,,Sales Representative,Female,Single,2323,0.02323,<20K,1,14,3,Fully Meets,0,2,2,1-3 years,0,0,3,Good,1,0,0,0,1,9,3.3333333333333335,1,0,1,0,0,1,Ex-Employee
21,18-25,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Female,Single,1416,0.01416,<20K,0,13,3,Fully Meets,0,1,1,1-3 years,0,0,2,Average,0,1,0,0,1,10,1.6666666666666667,0,1,0,1,0,1,Ex-Employee
46,46-55,No,0,R&D,Master's Degree,,Research Scientist,Female,Divorced,4615,0.04615,<20K,1,23,4,Exceeds,1,19,16,15-20 years,1,0,3,Good,1,0,3,1,8,8,2.0,0,1,0,1,0,1,Current
51,46-55,Yes,1,R&D,Master's Degree,,Research Scientist,Male,Married,2461,0.02461,<20K,1,12,3,Fully Meets,0,18,10,10-15 years,1,0,4,Excellent,1,0,3,1,9,4,2.3333333333333335,0,0,1,0,0,1,Ex-Employee
28,26-35,Yes,1,R&D,Associates Degree,,Healthcare Representative,Male,Single,8722,0.08722,<20K,0,12,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,0,0,1,24,1.3333333333333333,0,1,0,1,0,1,Ex-Employee
26,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Married,3955,0.03955,<20K,0,16,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,2,1,1,1,1.0,0,1,0,1,0,1,Current
30,26-35,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Married,9957,0.09957,<20K,0,15,3,Fully Meets,0,7,6,5-10 years,1,0,2,Average,0,1,1,1,0,20,2.3333333333333335,0,0,1,0,0,1,Current
41,36-45,No,0,R&D,Associates Degree,,Research Scientist,Female,Married,3376,0.03376,<20K,0,13,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,0,0,1,7,2.6666666666666665,0,0,1,0,0,1,Current
38,36-45,No,0,R&D,High School,,Healthcare Representative,Female,Married,8823,0.08823,<20K,0,18,3,Fully Meets,0,20,19,15-20 years,1,0,2,Average,0,1,1,1,0,17,2.3333333333333335,0,0,0,1,0,1,Current
40,36-45,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Married,10322,0.10322,<20K,0,20,4,Exceeds,1,14,11,10-15 years,1,0,3,Good,1,0,1,1,4,20,3.0,0,0,1,0,0,1,Current
27,26-35,No,0,R&D,Doctoral Degree,,Laboratory Technician,Male,Married,4621,0.04621,<20K,0,19,3,Fully Meets,0,3,3,3-5 years,0,0,3,Good,1,0,3,1,1,8,2.6666666666666665,0,0,0,1,0,1,Current
55,56-65,No,0,R&D,High School,,Manufacturing Director,Male,Married,10976,0.10976,<20K,0,18,3,Fully Meets,0,23,3,3-5 years,0,0,3,Good,1,0,1,1,3,2,2.6666666666666665,0,0,1,0,0,1,Current
28,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Single,3660,0.0366,<20K,0,13,3,Fully Meets,0,10,8,5-10 years,1,0,4,Excellent,1,0,0,0,3,10,3.3333333333333335,1,0,1,0,0,1,Current
44,36-45,Yes,1,HR,Associates Degree,,Human Resources,Male,Married,10482,0.10482,<20K,0,14,3,Fully Meets,0,24,20,20+ years,1,0,3,Good,1,0,1,1,9,1,2.3333333333333335,0,0,0,1,0,1,Ex-Employee
33,26-35,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Divorced,7119,0.07119,<20K,0,15,3,Fully Meets,0,9,3,3-5 years,0,0,3,Good,1,0,1,1,4,5,3.6666666666666665,1,0,0,1,0,1,Current
35,36-45,Yes,1,Sales,Bachelor's Degree,,Sales Executive,Male,Single,9582,0.09582,<20K,1,22,4,Exceeds,1,9,8,5-10 years,1,0,3,Good,1,0,0,0,0,4,2.0,0,1,1,0,0,1,Ex-Employee
33,26-35,Yes,1,R&D,Master's Degree,,Research Scientist,Female,Single,4508,0.04508,<20K,0,22,4,Exceeds,1,14,13,10-15 years,1,0,3,Good,1,0,0,0,1,29,2.0,0,1,0,1,0,1,Ex-Employee
28,26-35,No,0,R&D,Associates Degree,,Laboratory Technician,Male,Divorced,2207,0.02207,<20K,0,16,3,Fully Meets,0,4,4,3-5 years,0,0,2,Average,0,1,1,1,1,15,2.6666666666666665,0,0,1,0,0,1,Current
34,26-35,No,0,R&D,High School,,Healthcare Representative,Male,Single,7756,0.07756,<20K,0,17,3,Fully Meets,0,7,6,5-10 years,1,0,2,Average,0,1,0,0,0,3,2.6666666666666665,0,0,1,0,0,1,Current
37,36-45,No,0,Sales,Master's Degree,,Sales Executive,Female,Divorced,6694,0.06694,<20K,1,14,3,Fully Meets,0,8,1,1-3 years,0,0,3,Good,1,0,3,1,2,10,3.6666666666666665,1,0,0,1,0,1,Current
25,26-35,Yes,1,R&D,High School,,Laboratory Technician,Male,Married,3691,0.03691,<20K,1,15,3,Fully Meets,0,7,7,5-10 years,1,0,4,Excellent,1,0,1,1,1,4,3.3333333333333335,1,0,1,0,0,1,Ex-Employee
26,26-35,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Male,Divorced,2377,0.02377,<20K,0,20,4,Exceeds,1,1,1,1-3 years,0,0,2,Average,0,1,1,1,1,21,2.3333333333333335,0,0,1,0,0,1,Ex-Employee
33,26-35,Yes,1,R&D,Bachelor's Degree,,Research Scientist,Male,Single,2313,0.02313,<20K,1,20,4,Exceeds,1,5,2,1-3 years,0,0,3,Good,1,0,0,0,4,25,1.6666666666666667,0,1,0,1,0,1,Ex-Employee
42,36-45,No,0,R&D,Associates Degree,,Manager,Male,Married,17665,0.17665,<20K,0,17,3,Fully Meets,0,23,22,20+ years,1,0,3,Good,1,0,1,1,0,2,3.0,0,0,1,0,0,1,Current
28,26-35,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Male,Divorced,2596,0.02596,<20K,0,15,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,2,1,1,1,1.3333333333333333,0,1,0,1,0,1,Ex-Employee
50,46-55,Yes,1,Sales,Master's Degree,,Sales Executive,Male,Single,4728,0.04728,<20K,1,14,3,Fully Meets,0,5,0,<1 year,0,1,3,Good,1,0,0,0,3,1,3.6666666666666665,1,0,1,0,0,1,Ex-Employee
33,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Female,Married,4302,0.04302,<20K,0,17,3,Fully Meets,0,4,3,3-5 years,0,0,3,Good,1,0,1,1,0,7,3.0,0,0,1,0,0,1,Current
34,26-35,No,0,R&D,Master's Degree,,Research Scientist,Male,Married,2979,0.02979,<20K,0,17,3,Fully Meets,0,6,0,<1 year,0,1,3,Good,1,0,3,1,3,3,3.6666666666666665,1,0,0,1,0,1,Current
48,46-55,No,0,R&D,Master's Degree,,Manager,Male,Single,16885,0.16885,<20K,0,22,4,Exceeds,1,27,5,5-10 years,0,0,2,Average,0,1,0,0,2,1,2.6666666666666665,0,0,1,0,0,1,Current
45,46-55,No,0,Sales,Master's Degree,,Sales Executive,Female,Married,5593,0.05593,<20K,0,13,3,Fully Meets,0,15,15,15-20 years,1,0,3,Good,1,0,1,1,1,9,3.0,0,0,0,1,0,1,Current
52,46-55,No,0,R&D,Master's Degree,,Healthcare Representative,Male,Single,10445,0.10445,<20K,0,19,3,Fully Meets,0,18,8,5-10 years,1,0,3,Good,1,0,0,0,7,7,2.6666666666666665,0,0,1,0,0,1,Current
38,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Divorced,8740,0.0874,<20K,1,14,3,Fully Meets,0,9,8,5-10 years,1,0,3,Good,1,0,2,1,0,10,2.6666666666666665,0,0,0,1,0,1,Current
29,26-35,No,0,R&D,Master's Degree,,Research Scientist,Female,Divorced,2514,0.02514,<20K,0,22,4,Exceeds,1,11,7,5-10 years,1,0,3,Good,1,0,1,1,4,28,2.6666666666666665,0,0,1,0,0,1,Current
28,26-35,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Divorced,7655,0.07655,<20K,0,17,3,Fully Meets,0,10,9,5-10 years,1,0,2,Average,0,1,3,1,0,3,2.6666666666666665,0,0,1,0,0,1,Current
46,46-55,No,0,Sales,High School,,Manager,Male,Married,17465,0.17465,<20K,0,12,3,Fully Meets,0,23,12,10-15 years,1,0,3,Good,1,0,1,1,3,3,2.6666666666666665,0,0,1,0,0,1,Current
38,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Single,7351,0.07351,<20K,0,16,3,Fully Meets,0,10,1,1-3 years,0,0,3,Good,1,0,0,0,7,2,3.0,0,0,1,0,0,1,Current
43,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Married,10820,0.1082,<20K,0,11,3,Fully Meets,0,18,8,5-10 years,1,0,3,Good,1,0,1,1,8,27,2.3333333333333335,0,0,1,0,0,1,Current
39,36-45,Yes,1,R&D,Bachelor's Degree,,Healthcare Representative,Male,Divorced,12169,0.12169,<20K,0,11,3,Fully Meets,0,21,18,15-20 years,1,0,3,Good,1,0,3,1,7,2,3.0,0,0,1,0,0,1,Ex-Employee
40,36-45,No,0,R&D,Bachelor's Degree,,Research Director,Male,Single,19626,0.19626,<20K,0,14,3,Fully Meets,0,21,20,20+ years,1,0,4,Excellent,1,0,0,0,1,14,2.3333333333333335,0,0,0,1,0,1,Current
21,18-25,No,0,R&D,High School,,Research Scientist,Female,Single,2070,0.0207,<20K,1,11,3,Fully Meets,0,2,2,1-3 years,0,0,4,Excellent,1,0,0,0,1,1,3.0,0,0,0,1,0,1,Current
39,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,6782,0.06782,<20K,0,15,3,Fully Meets,0,9,5,5-10 years,0,0,2,Average,0,1,0,0,9,9,2.6666666666666665,0,0,1,0,0,1,Current
36,36-45,No,0,R&D,Master's Degree,,Manufacturing Director,Male,Single,7779,0.07779,<20K,0,20,4,Exceeds,1,18,11,10-15 years,1,0,3,Good,1,0,0,0,2,18,2.0,0,1,1,0,0,1,Current
31,26-35,No,0,Sales,Bachelor's Degree,,Sales Representative,Male,Married,2791,0.02791,<20K,0,12,3,Fully Meets,0,3,2,1-3 years,0,0,3,Good,1,0,1,1,0,20,2.6666666666666665,0,0,1,0,0,1,Current
28,26-35,No,0,R&D,High School,,Research Scientist,Male,Married,3201,0.03201,<20K,0,17,3,Fully Meets,0,6,5,5-10 years,0,0,1,Bad,0,1,0,0,0,2,1.3333333333333333,0,1,0,1,0,1,Current
35,36-45,No,0,Sales,Associates Degree,,Sales Executive,Male,Divorced,4968,0.04968,<20K,0,11,3,Fully Meets,0,5,5,5-10 years,0,0,3,Good,1,0,1,1,1,11,4.0,1,0,1,0,0,1,Current
49,46-55,No,0,Sales,Master's Degree,,Sales Executive,Male,Married,13120,0.1312,<20K,0,17,3,Fully Meets,0,22,9,5-10 years,1,0,3,Good,1,0,1,1,6,8,2.6666666666666665,0,0,0,1,0,1,Current
34,26-35,No,0,R&D,Associates Degree,,Manufacturing Director,Male,Single,4033,0.04033,<20K,0,11,3,Fully Meets,0,5,3,3-5 years,0,0,2,Average,0,1,0,0,2,2,3.6666666666666665,1,0,1,0,0,1,Current
29,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Divorced,3291,0.03291,<20K,0,14,3,Fully Meets,0,8,7,5-10 years,1,0,2,Average,0,1,2,1,0,10,3.3333333333333335,1,0,1,0,0,1,Current
42,36-45,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,4272,0.04272,<20K,0,19,3,Fully Meets,0,16,1,1-3 years,0,0,3,Good,1,0,0,0,4,29,2.3333333333333335,0,0,0,1,0,1,Current
29,26-35,No,0,R&D,High School,,Manufacturing Director,Male,Married,5056,0.05056,<20K,1,15,3,Fully Meets,0,10,10,10-15 years,1,0,2,Average,0,1,1,1,1,8,3.0,0,0,0,1,0,1,Current
38,36-45,No,0,HR,Bachelor's Degree,,Human Resources,Male,Married,2844,0.02844,<20K,0,13,3,Fully Meets,0,7,7,5-10 years,1,0,4,Excellent,1,0,1,1,1,1,3.3333333333333335,1,0,1,0,0,1,Current
28,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Divorced,2703,0.02703,<20K,1,14,3,Fully Meets,0,3,3,3-5 years,0,0,3,Good,1,0,1,1,1,6,3.3333333333333335,1,0,0,1,0,1,Current
18,18-25,Yes,1,R&D,High School,,Laboratory Technician,Male,Single,1904,0.01904,<20K,0,12,3,Fully Meets,0,0,0,<1 year,0,1,3,Good,1,0,0,0,1,8,3.3333333333333335,1,0,1,0,0,1,Ex-Employee
33,26-35,Yes,1,Sales,Master's Degree,,Sales Executive,Female,Single,8224,0.08224,<20K,1,17,3,Fully Meets,0,6,5,5-10 years,0,0,3,Good,1,0,0,0,0,9,1.0,0,1,1,0,0,1,Ex-Employee
41,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,4766,0.04766,<20K,1,11,3,Fully Meets,0,6,1,1-3 years,0,0,3,Good,1,0,1,1,3,12,2.3333333333333335,0,0,1,0,0,1,Current
31,26-35,Yes,1,R&D,Bachelor's Degree,,Laboratory Technician,Male,Married,2610,0.0261,<20K,0,12,3,Fully Meets,0,2,2,1-3 years,0,0,2,Average,0,1,1,1,1,15,3.0,0,0,1,0,0,1,Ex-Employee
37,36-45,No,0,R&D,Associates Degree,,Healthcare Representative,Female,Divorced,5731,0.05731,<20K,0,13,3,Fully Meets,0,9,6,5-10 years,1,0,3,Good,1,0,2,1,7,25,3.3333333333333335,1,0,0,1,0,1,Current
27,26-35,No,0,R&D,Bachelor's Degree,,Research Scientist,Male,Married,2539,0.02539,<20K,0,13,3,Fully Meets,0,4,4,3-5 years,0,0,3,Good,1,0,1,1,1,6,3.3333333333333335,1,0,0,1,0,1,Current
34,26-35,No,0,Sales,High School,,Sales Executive,Female,Married,5714,0.05714,<20K,0,20,4,Exceeds,1,6,6,5-10 years,1,0,2,Average,0,1,0,0,1,9,2.0,0,1,1,0,0,1,Current
35,36-45,No,0,HR,Master's Degree,,Human Resources,Male,Single,4323,0.04323,<20K,0,17,3,Fully Meets,0,6,5,5-10 years,0,0,1,Bad,0,1,0,0,1,8,2.6666666666666665,0,0,1,0,0,1,Current
29,26-35,Yes,1,Sales,High School,,Sales Executive,Female,Married,7336,0.07336,<20K,0,13,3,Fully Meets,0,11,11,10-15 years,1,0,1,Bad,0,1,1,1,1,23,2.0,0,1,0,1,0,1,Ex-Employee
40,36-45,No,0,R&D,Master's Degree,,Research Director,Female,Single,13499,0.13499,<20K,0,17,3,Fully Meets,0,20,18,15-20 years,1,0,2,Average,0,1,0,0,9,9,2.6666666666666665,0,0,1,0,0,1,Current
42,36-45,Yes,1,Sales,Bachelor's Degree,,Sales Executive,Male,Single,13758,0.13758,<20K,1,12,3,Fully Meets,0,22,21,20+ years,1,0,2,Average,0,1,0,0,0,12,2.0,0,1,1,0,0,1,Ex-Employee
42,36-45,No,0,Sales,Master's Degree,,Sales Executive,Male,Single,5155,0.05155,<20K,0,13,3,Fully Meets,0,9,6,5-10 years,1,0,4,Excellent,1,0,0,0,7,4,2.3333333333333335,0,0,1,0,0,1,Current
35,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,2258,0.02258,<20K,0,12,3,Fully Meets,0,10,8,5-10 years,1,0,3,Good,1,0,1,1,6,1,3.0,0,0,0,1,0,1,Current
24,18-25,No,0,R&D,Bachelor's Degree,,Laboratory Technician,Male,Single,3597,0.03597,<20K,0,22,4,Exceeds,1,6,4,3-5 years,0,0,3,Good,1,0,0,0,8,24,3.3333333333333335,1,0,1,0,0,1,Current
28,26-35,Yes,1,R&D,High School,,Laboratory Technician,Female,Married,2515,0.02515,<20K,1,11,3,Fully Meets,0,1,1,1-3 years,0,0,2,Average,0,1,0,0,1,12,3.6666666666666665,1,0,1,0,0,1,Ex-Employee
26,26-35,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,4420,0.0442,<20K,0,22,4,Exceeds,1,8,8,5-10 years,1,0,3,Good,1,0,1,1,1,3,2.3333333333333335,0,0,1,0,0,1,Current
30,26-35,No,0,Sales,Bachelor's Degree,,Sales Executive,Male,Married,6578,0.06578,<20K,0,18,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,1,1,1,10,2.3333333333333335,0,0,0,1,0,1,Current
40,36-45,No,0,R&D,Associates Degree,,Research Scientist,Female,Married,4422,0.04422,<20K,1,13,3,Fully Meets,0,16,1,1-3 years,0,0,1,Bad,0,1,1,1,3,26,3.6666666666666665,1,0,0,1,0,1,Current
35,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Male,Divorced,10274,0.10274,<20K,0,18,3,Fully Meets,0,15,7,5-10 years,1,0,4,Excellent,1,0,1,1,2,2,2.3333333333333335,0,0,0,1,0,1,Current
34,26-35,No,0,R&D,Bachelor's Degree,,Healthcare Representative,Male,Single,5343,0.05343,<20K,0,20,4,Exceeds,1,14,13,10-15 years,1,0,3,Good,1,0,0,0,0,1,2.6666666666666665,0,0,0,1,0,1,Current
35,36-45,No,0,R&D,Master's Degree,,Laboratory Technician,Male,Married,2376,0.02376,<20K,0,13,3,Fully Meets,0,2,2,1-3 years,0,0,4,Excellent,1,0,1,1,1,4,3.3333333333333335,1,0,0,1,0,1,Current
43,36-45,Yes,1,Sales,Bachelor's Degree,,Sales Executive,Female,Single,5346,0.05346,<20K,0,13,3,Fully Meets,0,7,4,3-5 years,0,0,2,Average,0,1,0,0,8,9,2.0,0,1,0,1,0,1,Ex-Employee
32,26-35,No,0,Sales,High School,,Sales Representative,Female,Divorced,2827,0.02827,<20K,0,12,3,Fully Meets,0,1,1,1-3 years,0,0,3,Good,1,0,3,1,1,2,2.3333333333333335,0,0,1,0,0,1,Current
56,56-65,No,0,R&D,Master's Degree,,Manager,Female,Divorced,19943,0.19943,<20K,0,13,3,Fully Meets,0,28,5,5-10 years,0,0,3,Good,1,0,1,1,4,4,3.0,0,0,1,0,0,1,Current
29,26-35,No,0,R&D,High School,,Laboratory Technician,Female,Married,3131,0.03131,<20K,0,13,3,Fully Meets,0,10,10,10-15 years,1,0,3,Good,1,0,1,1,1,6,2.3333333333333335,0,0,1,0,0,1,Current
19,18-25,No,0,R&D,Associates Degree,,Research Scientist,Male,Single,2552,0.02552,<20K,0,25,4,Exceeds,1,1,1,1-3 years,0,0,3,Good,1,0,0,0,1,9,2.3333333333333335,0,0,1,0,0,1,Current
45,46-55,No,0,R&D,Bachelor's Degree,,Research Scientist,Female,Married,4477,0.04477,<20K,1,19,3,Fully Meets,0,7,3,3-5 years,0,0,2,Average,0,1,1,1,4,7,2.3333333333333335,0,0,1,0,0,1,Current
37,36-45,No,0,R&D,Bachelor's Degree,,Manufacturing Director,Female,Married,6474,0.06474,<20K,0,13,3,Fully Meets,0,14,14,10-15 years,1,0,2,Average,0,1,1,1,1,1,3.3333333333333335,1,0,0,1,0,1,Current
